Twitter,Date,Content
MorganStanley,2019-11-25,"We are proud to support @PathFindersHK in their important work providing migrant mothers and their Hong Kong-born children with social welfare services, healthcare, education, and access to justice. Read more here: https://t.co/fbojKdrQ06 #MSGivesBack"
MorganStanley,2019-11-25,"“When you think about environmental and social issues, it’s not that you’re limiting your choices, it’s that you’re expanding your data set,” says CMS and CSO Audrey Choi on @Bloomberg https://t.co/TGJsG9ertX"
MorganStanley,2019-11-25,"Streaming services are disrupting the media industry. Head of Media Research, Ben Swinburne, breaks it down. #MorganStanleyMinute https://t.co/uzrUcHqBLm https://t.co/jjbsHlU2HR"
MorganStanley,2019-11-24,"""Labor productivity in Japan is highest among the G7 countries, and we're already seeing that large corporations are investing in new technology.""  - Mia Nagasaka, Executive Director for Tokyo Equity Research #MorganStanleyMinute https://t.co/sXVyVWLGQO https://t.co/QXxP8eWGI3"
MorganStanley,2019-11-24,"Carla Harris brought some cameras into the studio for her discussion with America’s first Black billionaire, BET founder Bob Johnson. Watch now, for their frank discussion of success, succession, and those all-important playbook points. https://t.co/FxL8EYzq15"
MorganStanley,2019-11-24,We help women and multicultural startup founders bring their businesses to the next level with our Multicultural Innovation Lab. We are now accepting qualified applicants for our 2020 cohort. Get started now: https://t.co/x1HXuE60o4 https://t.co/zZC32xnZX3
MorganStanley,2019-11-23,"Net issuance of preferred securities has slowed in recent years, leading to a favorable supply/demand backdrop for investors. https://t.co/G38Gznlms1"
MorganStanley,2019-11-23,"After her family fled war-torn Nicaragua, Gabriela Teran grew up knowing the power of pushing herself and forging her own path. As a leader at Morgan Stanley, she encourages women to do the same.
https://t.co/3jXnfvpyU9"
MorganStanley,2019-11-22,Do you have a mentor who made a difference in your career? Employees at our Glasgow office are volunteering time to support local students through quality career guidance with @CareerReadyUK. #MSGivesBack https://t.co/Gy0HgI1vyW https://t.co/cu76gdgVPE
MorganStanley,2019-11-22,"On this episode, Chief Cross-Asset Strategist Andrew Sheets says oversupply may spell headwinds for commodities in 2020 but there are exceptions. https://t.co/2M4ovre6th"
MorganStanley,2019-11-22,"Hear one of Morgan Stanley’s tech bankers explain #directlistings, the tradeoffs vs. #IPOs, and why they’re capturing the attention of tech companies, Silicon Valley investors and Wall Street. https://t.co/85vXUWQWe9 https://t.co/uWLl0M2YpV"
MorganStanley,2019-11-22,"Andrew Sheets, our Global Chief Cross Asset Strategist, discusses the outlook for US-China trade negotiations and central bank policy for 2020 with @CNBC at our 18th Annual Asia Pacific Summit in #Singapore. #MSIdeas
https://t.co/kF8Xy0O67E"
MorganStanley,2019-11-22,"At our 18th Annual Asia Pacific Summit in #Singapore, Morgan Stanley’s auto analysts highlight that #decarbonization, #fooddelivery, and #batterytechnology are driving sales of electric two-wheelers across India, China, and other Asia markets. #MSIdeas 
https://t.co/rNUR2Ggi7m https://t.co/1ZlIsWUiTo"
MorganStanley,2019-11-21,Here's a TMT #TBT: sustainability was just one of the topics up for discussion at #TMT2019. Discover more of our dispatches from Barcelona: https://t.co/IQ0vdLnnnK https://t.co/7eeLVDHWdC
MorganStanley,2019-11-21,"We’re happy to provide support to our friends at @SafeHorizon for this impactful project helping young people in our community. Visit their website to learn how you can help.
https://t.co/ZrOf4yNJMn"
MorganStanley,2019-11-21,"We’re honored to have our 2017 race forum included among so many other inspiring examples. Promoting a sense of belonging for all of our employees will continue to be a priority. h/t @HarvardBiz 
https://t.co/bp5CrSX5nK"
MorganStanley,2019-11-21,"We were joined by two international para-athletes, Dr. Deepa Malik and Devika Malik, at our Mumbai office. They're a resounding global voice for people facing and overcoming physical, emotional and social challenges. https://t.co/bE7YfhyJSA https://t.co/9ctCfTBs7h"
MorganStanley,2019-11-21,"Talking to @CNBC at our Asia Pacific Summit in #Singapore, Katy Huberty, Head of North American Technology Hardware Equity Research, highlights her view on @Apple. 
https://t.co/fsnOAnwqfm https://t.co/VhF5ItcwbG"
MorganStanley,2019-11-21,"Speaking with @CNBC while in #Singapore for our 18th Annual Asia Pacific Summit, our Chief Economist and Global Head of Economics Chetan Ahya discusses how he expects a mini-cycle recovery in the next four quarters. #MSIdeas https://t.co/LOGEr6xAoG"
MorganStanley,2019-11-21,"With the Firm predicting an inflection in global growth, investors are likely to reallocate capital back to equities, says Gokul Laroia, our Asia Pacific Co-CEO, from our 18th Annual Asia Pacific Summit in #Singapore. @CNBC 
https://t.co/1LxvpF06Rc"
MorganStanley,2019-11-20,"On this episode, Head of Public Policy Michael Zezas says performance in four key sectors could be a bellwether for how investors view the outcome of next year’s elections. https://t.co/zTCMAWxpEd"
MorganStanley,2019-11-20,"“Strong governance and cultural change are required when it comes to recruiting, retaining and progressing ethnically-diverse talent in organizations.” says Tosin Ajayi, Executive Sponsor for our UK Race At Work Charter initiatives, at the @BITCRaceatwork roundtable hosted @WPP. https://t.co/XXQY0pge7S"
MorganStanley,2019-11-20,Want to know what market forces will affect your money? Sign up for the Morgan Stanley 5 Ideas newsletter for up-to-the-minute analyses on topics that will impact the economy and your investments. https://t.co/dauEoBdbEU https://t.co/aLCeQW8KDn
MorganStanley,2019-11-20,Hear from our Chief Sustainability Officer Audrey Choi about some of the milestones we've reached as part of our firmwide resolution to reduce plastic waste. https://t.co/TOe0OMqxCN
MorganStanley,2019-11-19,"Today we kick off our 18th Annual Asia Pacific Summit in #Singapore, bringing together over 1,400 investors and 420 corporates to exchange views and share insights. #MSIdeas
https://t.co/0ElDysvczx https://t.co/Qs9GHbvEru"
MorganStanley,2019-11-19,"Supporting mentoring and networking, our Women’s and Girls’ Golf &amp; Fore Mentoring Program with @thefirsttee helped introduce girls to finance, followed by a round of golf together with their mentors. #MSGivesBack https://t.co/rJehEG9sPM"
MorganStanley,2019-11-19,"Our Milan Women's Business Alliance and Milan Charity Committee co-hosted a guided tour in Milan to raise funds for @associazionecaf, an Italian nonprofit organization which supports children who are victims of abuse. #MSGivesBack https://t.co/4k6YS2RxAW https://t.co/tyvaEbcEOG"
MorganStanley,2019-11-19,"The pace of technological change in AI, robotics and industrial software is breathtaking but still tricky for investors to navigate. Discover how to play this rapidly developing theme: https://t.co/hFmYmEmFbW #MSIdeas https://t.co/RghoyS8TeM"
MorganStanley,2019-11-18,"Millennials have “a much greater focus on ensuring that the wealth they have been fortunate to inherit or create is used to make the world a better place,” says Mandell Crawley, Head of Private Wealth Management. #MorganStanleyMinute https://t.co/QInmymxiMU https://t.co/7twYk1oaR8"
MorganStanley,2019-11-18,"Stock valuations seem high. At almost 19 times forward earnings, the S&amp;P 500 is in the top quartile of valuation for the past 40 years. Find out how that impacts our 2020 outlook: https://t.co/aoEVMPSdtz"
MorganStanley,2019-11-18,"On this episode, Chief Cross-Asset Strategist Andrew Sheets says global growth should pick up in 2020, but unevenly. The key for investors will be identifying the right opportunities. https://t.co/U8DubrdQ48"
MorganStanley,2019-11-18,"NEW PODCAST: @CarlaAnnHarris interviews Bob Johnson, the first self-made African American billionaire.   https://t.co/r6hP6EpnKx https://t.co/pauzhC311K"
MorganStanley,2019-11-17,We're celebrating the extraordinary talents and leadership our veteran employees bring to their roles at the firm. https://t.co/ou3oAsoLMe
MorganStanley,2019-11-17,"Wealth Management Chief Investment Officer Lisa Shalett explains why the global reflation scenario isn’t as assured as some investors may believe. See three indicators and asset classes that seem at odds with the new highs in the U.S. equity market:
https://t.co/4iQdafTlNA"
MorganStanley,2019-11-15,Notice anything missing? We are joining the International Missing Type Campaign with Blood Centers around the globe to raise awareness of the low blood supply. J_in M_rg_n St_nley _nd c_nt_ct y_ur l_c_l bl __d center. https://t.co/p2myuKWykc
MorganStanley,2019-11-15,"The S&amp;P 500 has broken out to new highs. What should investors expect from here?  Andrew Slimmon, Head of our Applied Equity Advisors Team, discusses. Listen to his market alert.  https://t.co/prmfMVMyAH https://t.co/BxBY4xQoqc"
MorganStanley,2019-11-15,"As part of our ongoing commitment to fight plastic waste, we’re joining the @NatGeo Society and @UGA_Engineering to scale and enhance the innovative Marine Debris Tracker program. Learn more: https://t.co/ef0rDXQcIx https://t.co/GevdPiLxPB"
MorganStanley,2019-11-15,"#WeAreProud to join over 50 companies across Hong Kong for #PinkFridayPride, a citywide initiative to celebrate diversity in the workplace. Check out the collaborative artwork our colleagues created in support of LGBT+ inclusion: https://t.co/akUfIUliSC"
MorganStanley,2019-11-15,"From fish farms to fixed wireless broadband, telecom analyst Simon Flannery delves into the opportunities that firms at our Tech, Media and Telecoms conference are finding in #5G technology. #TMT2019 https://t.co/i8awUSPetV"
MorganStanley,2019-11-15,"#Overheard at #TMT2019: ""We don't approach acquisition as a race; it's a potentially lifelong relationship."" https://t.co/rZJSk9AtgG"
MorganStanley,2019-11-15,"#Overheard at #TMT2019: ""In this environment you have to continue to win new business to stand still."" https://t.co/bL23hKlicU https://t.co/aTwKkKBtuL"
MorganStanley,2019-11-15,"#Overheard at #TMT: ""A core part of our business is that we're part of an ecosystem."" https://t.co/xGzg9MK5Gy https://t.co/NhHtkVROWT"
MorganStanley,2019-11-15,We’re delighted to announce that Yayasan Emmanuel is our new #Indonesia core charity partner. Over the next 3 years we will support the charity in providing education to underprivileged students and development workshops for children with disabilities. https://t.co/zaaKLumtQQ https://t.co/wbs9NVOsjs
MorganStanley,2019-11-14,"You might recognize her from her #MorganStanleyMinute – It’s Katy Huberty, a Managing Director who covers IT hardware, direct from #TMT2019. https://t.co/eSTHRGe4y4"
MorganStanley,2019-11-14,"“Direct from Barcelona, Morgan Stanley’s Equity Division media and telecom specialist Sean Diffley explains some key themes from this year’s Tech, Media and Telecoms conference. Visit our live blog for more: https://t.co/6f5nPNMuUn https://t.co/cKgPKzjKIn"
MorganStanley,2019-11-14,"""Every company must ask themselves: do they want to be a disruptor, or do they want to be a disruptee?"" Katy Huberty, a MD in US Equity Research covering technology and hardware, explains decades of progress in a #MorganStanleyMinute. https://t.co/i6XjAEd6rR #TMT2019 https://t.co/O8YGCFJOkE"
MorganStanley,2019-11-14,"Many European e-commerce companies at our Tech, Media and Telecoms conference are facing similar dilemmas. Find out more from Geoff Ruddell, our European senior retail analyst. #TMT2019 https://t.co/kjx2Gx6n4r https://t.co/1AooAuYL7O"
MorganStanley,2019-11-14,"“The main thing that everyone’s talking about here in Barcelona is the rise of streaming and the role of content in the distribution businesses,” says Ben Swinburne. Pause whatever you’re streaming, and watch the full interview with our Head of U.S. Media Research. #TMT2019 https://t.co/sV2YMFSbis"
MorganStanley,2019-11-14,"Following a day of discussions with CEOs, CFOs and other leaders at our Tech, Media and Telecoms conference, Equity Analyst Nawar Cristini finds a common thread: the balance between cooperation and differentiation. For more, check out our live blog: https://t.co/pXLEmBD5bs https://t.co/Ygn69GYj5c"
MorganStanley,2019-11-14,"We're back for day 2 of #TMT2019. Follow along with our live blog as we explore these fascinating industries: 
https://t.co/wN0zIv4U6s"
MorganStanley,2019-11-13,"On this episode, Head of U.S. Public Policy Michael Zezas says a potential boost to the U.S. economy has less to do with political parties than it does a unified policy vision. Subscribe now on @applepodcasts https://t.co/dNBnj4OMjv"
MorganStanley,2019-11-13,"Find out what some investors at our #TMT2019 conference consider the “most interesting angle in European telcos” from Emmet Kelly, Morgan Stanley’s Head of European Telecoms Research. For more, visit: https://t.co/szjkJFvFNl https://t.co/TeQg4ZapfK"
MorganStanley,2019-11-13,"Senior Analyst Patrick Wellington sees “some of the older style media companies, both in outdoor and TV, pushing back against the idea that their fate is sealed by the digital giants.” For more analysis from #TMT2019, visit https://t.co/2KVznANJYa https://t.co/7tmPLQ3evw"
MorganStanley,2019-11-13,"Researchers from around the world are gathering in #Barcelona for our European Tech, Media and Telecom conference, starting today! Interested in the state of these industries? Leave your questions in the comments! #TMT2019 https://t.co/PnnlRP5xiG https://t.co/jBxcWoUZ7P"
MorganStanley,2019-11-12,"We’re pleased to announce our new #Australia core charity partner @SmithFamily_org. Over the next two years we will support their “Learning for Life” education program, helping young Australians from disadvantaged backgrounds to succeed at school. 
https://t.co/0U8GDEd5ow https://t.co/D0g6EEFvye"
MorganStanley,2019-11-12,"""While the problem with plastic waste may seem overwhelming, I believe there is no effort too small to make an impact,"" says our Vice Chairman Tom Nides. 
https://t.co/3wuSpoAlij"
MorganStanley,2019-11-12,"“Since joining the firm, I have seen sustainable investing move to the forefront across all of our business segments,"" says Courtney Thompson, Vice President, Global Sustainable Finance. https://t.co/4WlPVN6x06"
MorganStanley,2019-11-11,See three indicators and asset classes that seem at odds with the new highs in the U.S. equity market: https://t.co/pG6w1MZHZm
MorganStanley,2019-11-11,"Morgan Stanley is proud of its Veterans Employee Network. Jeff McMillan, Chief Analytics and Data Officer, Wealth Management, spoke with the @AmerBanker podcast on his experience transitioning into the workforce post-service. 
https://t.co/Dj3FGPLBhx"
MorganStanley,2019-11-11,"For #VeteransDay and #ArmisticeDay, we're celebrating the extraordinary talents and leadership our veteran employees bring to their roles at the firm. https://t.co/IQNWJdbql4"
MorganStanley,2019-11-11,"Today, we honor our Morgan Stanley colleagues who served and continue to serve in our armed forces. Our gratitude extends beyond this holiday to all our military veterans for their commitment, dedication, service, and patriotism. #VeteransDay #ArmisticeDay https://t.co/6Di2yDFrTx"
MorganStanley,2019-11-10,"U.S. stock and bond markets may be directionless for at least the next couple of months, now that the Fed monetary policy lever is apparently halted for now. https://t.co/TaayMUWFrE"
MorganStanley,2019-11-09,"“It’s not always about where we are right now and how do we improve,” says Sruthi, a Senior Associate, “But how do we prepare for the next step, or the next level?” Learn more about life at our offices in Bengaluru: https://t.co/Gl90CTsp8A"
MorganStanley,2019-11-08,"Morgan Stanley researchers are gathering in #Barcelona for our annual Tech, Media and Telecom conference. Interested in the state of these industries? Leave your questions in the comments! We may select some to ask our analysts on camera.  #TMT2019 https://t.co/uowyDmz5ps"
MorganStanley,2019-11-08,Companies looking for an edge in the war for talent should ensure the financial wellness of their employees. Hear more from our Head of Corporate and Institutional Solutions Jed Finn. #MorganStanleyMinute https://t.co/QP7BDzP7Md https://t.co/RagAkd1J40
MorganStanley,2019-11-08,Is the transition from U.S. LIBOR to a new benchmark for short-term U.S. rates really a financial Y2K? Morgan Stanley’s Rates team shares a look at what’s ahead for investors. https://t.co/1Xgfw2Qsnn
MorganStanley,2019-11-08,"On this episode, Head of U.S. Public Policy Michael Zezas says one thing has become clear as we approach the 2020 elections: Investors need to plan today for market reactions next year. https://t.co/qCmNcOh0XN"
MorganStanley,2019-11-07,"On this episode, special guest Chetan Ahya, the firm’s Chief Global Economist, says a global growth recovery could be possible in 2020… assuming two key forces align. https://t.co/GVcvrlpzYM"
MorganStanley,2019-11-07,"Members of our Veterans Employee Network gathered to mark the beginning of #VeteransAppreciationMonth. We’re proud to celebrate their contributions to our firm, our community, and our world. https://t.co/qiJErGcrBX https://t.co/f95trXCGLn"
MorganStanley,2019-11-07,"“If you think about the fact that women only get 4% of VC dollars and people of color get less than 2%, depending on your sources, moving to even 10% or 15% in both cases could make a huge difference.” – @CarlaAnnHarris on @Bloomberg.  https://t.co/fQ4JUhbiSO https://t.co/cLKi62UaSX"
MorganStanley,2019-11-07,"We recently welcomed over 50 students to our London office to take part in the Morgan Stanley Coding Challenge! Teams gained insights into what we do here by working alongside professional engineers. To learn more, visit https://t.co/XsX255EFda #MSCareers https://t.co/tmsFezmRXx"
MorganStanley,2019-11-06,"Read why revenue for China beauty products could grow 66% in 5 years, driven by premium brands. https://t.co/AnkvfQCtVd"
MorganStanley,2019-11-06,"Gold will climb to $2,000/oz over the next 18 months as its bull market has strong support, according to our Global Multi-Asset team. https://t.co/kbo4C3NiiK https://t.co/2Edmq2OsfW"
MorganStanley,2019-11-05,"For U.S. equities investors who are watching the new index highs cautiously, two international markets may offer options. Chief Investment Officer Mike Wilson explains: https://t.co/W2ZOXu3PKu https://t.co/a0h2VZ9ru8"
MorganStanley,2019-11-05,See three reasons investors should pay attention to the likely pause in Fed interest rate cuts: https://t.co/f5D58bwwHr
MorganStanley,2019-11-05,"“In field strategy, we help improve relationships between our Financial Advisors and our clients,” says, JP, Wealth Management. Explore career opportunities and learn more about who we are. https://t.co/J7rBrPyQXR #MSCareers https://t.co/xY0XOFRjWt"
MorganStanley,2019-11-04,"Investment Management was recently honored with four Gramercy Institute Marketing awards, including Best in Show, for excellence in content and digital marketing. https://t.co/c41EsWSTug https://t.co/Q0m2Mrt3A7"
MorganStanley,2019-11-04,"Congratulations to Mikaela Thompson in Technology Risk who was awarded the Rising Star Award at this year’s Scottish Financial Enterprise Awards. #SFSAwards19 
Read the announcement: https://t.co/XLOd6yjU48 https://t.co/A0w2AGFOwk"
MorganStanley,2019-11-03,"We’re entering a new chapter in sustainable finance, where innovation is stemming from all corners of the markets and transforming how companies operate and investors allocate capital. https://t.co/Y3BcGnXVU7 https://t.co/fF6fvQA7jJ"
MorganStanley,2019-11-02,"Our latest report finds that VCs aren’t prioritizing investment in women and multicultural founders, despite acknowledging possible returns. Read it now: https://t.co/bbqNdOc2h2 https://t.co/yvnSrnIvao"
MorganStanley,2019-11-02,"It’s never a bad weekend for a visit to the museum! See John Singer Sargent: Portraits in Charcoal at the @MorganLibrary through January 12, or catch a few highlights on our #TimesSquare sign. https://t.co/MIvi8GPOkg https://t.co/MA2BWo9tBw"
MorganStanley,2019-11-01,"NEW #PODCAST: Juanita Lott isn’t your typical tech entrepreneur. She didn’t study computer science, but that doesn’t mean she couldn’t start, scale and sell a company for millions of dollars. Hear her story on our Access and Opportunity podcast: https://t.co/2EFrKSvA6z"
MorganStanley,2019-11-01,Morgan Stanley celebrates #Movember. Join the movement and #GrowAMo to help raise awareness of #MensHealth. https://t.co/8pCdcrSjVR
MorganStanley,2019-11-01,"""A diversity of opinions, experience and backgrounds creates the wealth of perspective that brings about success."" says our Chief Human Resources Officer Jeff Brodsky about our philosophy on hiring.
 https://t.co/nZAjT41yNc"
MorganStanley,2019-11-01,"At Morgan Stanley Glasgow, we’re shaping the future of our global business and our local community. Our first office opened in 2000 with six employees, expanding over time to a team of 1,500 people. #MSCareers
https://t.co/sKslSS8zla"
MorganStanley,2019-11-01,"“We would like to thank MMI for this recognition that underscores the value that our investments in tools, resources and technology are having for our clients and Advisors,” said Andy Saperstein, Head of Morgan Stanley Wealth Management. Learn more: https://t.co/CGShD0UutP https://t.co/I6FQ3R2OKK"
MorganStanley,2019-10-31,#WeAreProud to have received a Gold rating on Work With Pride’s annual PRIDE Index for LGBT+ inclusion in Japan. We hope to continue making our firm a welcoming place for all. https://t.co/Hch4bJBeEj
MorganStanley,2019-10-31,We’re proud to unveil our latest #LightsonBroadway partner! For #DomesticViolenceAwareness month we’ve featured @Join1Love and their mission of educating young people about healthy and unhealthy relationships. To learn more visit: https://t.co/Iw11eJuxpG https://t.co/EJp8WW6R4O
MorganStanley,2019-10-31,"VCs acknowledge that their portfolios hold too few companies founded by women and multicultural entrepreneurs, without making the practice a priority. Our latest report examines why: https://t.co/ASiLH2Hr19 https://t.co/cxzF77lpJW"
MorganStanley,2019-10-31,"We welcome #RoyalBritishLegion members of the @RoyalNavy to our London office. They're collecting for the #PoppyAppeal, an annual fundraiser to support the Armed Forces community and their families. The red poppy is a symbol of Remembrance that dates back to WW1. @PoppyLegion https://t.co/m7Km8gH0dk"
MorganStanley,2019-10-30,Reusable bottles can make a real difference for the environment. @swellbottle founder and CEO Sarah Kauss joined our CSO Audrey Choi for a discussion about how consumer awareness is transforming business. Learn about our plastic waste commitment: https://t.co/VyzyEOxj5T https://t.co/wBUeWigRbd
MorganStanley,2019-10-30,"Adam Jonas, Global Head of Autos &amp; Shared Mobility Research, discusses climate change and electric vehicles on @Bloomberg Technology: https://t.co/u74pv6tDRN. https://t.co/HUkHvtYEku"
MorganStanley,2019-10-30,"We are proud to continue our support of @CatalystInc through their “#NowIsTheMoment—Be a Catalyst” campaign to advance diversity, equity, and inclusion in the workplace. Click to learn more: https://t.co/7BFJGd8yoe https://t.co/2TKWyAMXbO"
MorganStanley,2019-10-30,"“We’re protecting Wall Street, but it’s really protecting main street. It’s people’s life legacy,” says Rachel Wilson. Read more about how our Head of Cybersecurity for Wealth Management helps us keep our clients safe. 
https://t.co/NAVPDy0x6T"
MorganStanley,2019-10-30,"Regulators are forcing LIBOR into retirement, effective the end of 2021, and transitioning to a new benchmark for short-term U.S. rates. Here's why and what it means for investors. https://t.co/co7pv8gcXO"
MorganStanley,2019-10-29,"“It’s exciting to see how foundations like @FordFoundation are using their capital to amplify impact” – Vice Chairman Tom Nides, onstage with @darrenwalker at our #Sustainable Investing Summit. Learn more: https://t.co/DpjleHO2gu #ESG https://t.co/rsNw9LALVJ"
MorganStanley,2019-10-29,"“This report underscores much of what we hear from our financial advisors: that their clients are increasingly concerned about the environmental impact of their investments.” said Matthew Slovik, our Head of Global #Sustainable Finance. Read it here: https://t.co/LTv2ifpbv4 #ESG https://t.co/3az90Re7RT"
MorganStanley,2019-10-29,"“For all our clients, we’re creating opportunities to be a part of the solution.” – Chief Sustainability Officer Audrey Choi at our #Sustainable Investing Summit. Learn more: https://t.co/taXOJeeK8L #ESG https://t.co/VQhYwYNnEE"
MorganStanley,2019-10-29,"“As facilitators of financial capital, we connect investors to the ideas, innovations and opportunities shaping the market,” said CEO James Gorman. “That means looking at global megatrends. And that leads us to #sustainability.” Learn more: https://t.co/phiUnr1ykn #ESG https://t.co/Xw0fiXV8jX"
MorganStanley,2019-10-29,"#PODCAST: Although the S&amp;P is back to highs, defensive sectors like utilities, consumer staples and REITs continue to deliver the best returns. So are we headed toward bull or bear territory? https://t.co/W7YqVvE0UI https://t.co/Yfm6L9UiUO"
MorganStanley,2019-10-29,"Employees in Hong Kong donated over 900 kg of clothing to @Redress_Asia as part of the #GetRedressed donation drive this October. Items were sorted by our volunteers and will be distributed to over 15 local charities serving people in need. #MSGivesBack
https://t.co/AcSlWXzbPK https://t.co/HgVElkpZYw"
MorganStanley,2019-10-28,"What is shaping the markets today? Andrew Slimmon, Head of our Applied Equity Advisors Team, discusses. Listen to his market alert: https://t.co/ZxGryQOWae https://t.co/ZdlZQJaX0D"
MorganStanley,2019-10-28,We're celebrating our employees who give their time and advice to those in need. Learn more about all the different ways #MSGivesBack here: https://t.co/N6g39ibXm2 https://t.co/xz3nreJCWP
MorganStanley,2019-10-28,This week we’re hosting industry leaders for our #Sustainable Investing Summit. Hear more about the growth of sustainable finance from Vice President Courtney Thompson. #MorganStanleyMinute. #ESG https://t.co/xnuaGhyEaW https://t.co/mhvUiQpcD9
MorganStanley,2019-10-28,Thinkers. Disruptors. Makers. Discover who we are at Morgan Stanley: https://t.co/HDLWjEDEnA https://t.co/lILAxI7p8g
MorganStanley,2019-10-27,"Corporate credit cycles span years. In a #MorganStanleyMinute, we'll show you how Vishy Tirupattur, our Head of US Fixed Income Research, expects to see this current cycle play out. https://t.co/JqYKbdpAj0 https://t.co/MamHvIZJCz"
MorganStanley,2019-10-27,"The internet can be a dangerous playground for children. While opportunities for education, friendship and fun abound, there are plenty of safety hazards to defend against. https://t.co/hRSiO5PAGg https://t.co/UcgUcZYlpu"
MorganStanley,2019-10-27,We’re bringing some extra lights to Times Square this weekend. Happy #Diwali to one and all! https://t.co/XnvLqCtv8V
MorganStanley,2019-10-27,".@mollywood spoke with @CarlaAnnHarris about our new report, Beyond the VC Funding Gap. Hear the full interview from @marketplace.
https://t.co/AbPDLRZ9Vn"
MorganStanley,2019-10-27,"As Diwali celebrations kick in, consider giving to the causes most important to both you and your loved ones. A donor advised fund can give you time to decide where your gift will have the greatest impact. https://t.co/d8hTdd7IRc https://t.co/YTvF6rHVgU"
MorganStanley,2019-10-26,Prospects for a China trade deal and more Fed easing are catalysts that could benefit non-U.S. stocks. Learn more: https://t.co/TdnPSu3nz2
MorganStanley,2019-10-25,"“’She has a unique background and experience set being an analyst, a portfolio manager, a director of research, a CIO and then the founder of @GirlsWhoInvest,’ said Dan Simkowitz, the head of Morgan Stanley Investment Management.” 
https://t.co/BAfDsLT6cl"
MorganStanley,2019-10-25,"By 2030, single women will represent a growing share of the U.S. population and consumer spending. Why investors can't ignore the ""SHEconomy"": https://t.co/5KjWJSy0hQ"
MorganStanley,2019-10-25,"It's #probonoweek!  London Employees are at the midpoint of Skills Connectors, a 12-week program with connecting them with our charity partners to leverage business skills to overcome an operational challenge. Learn more about how #MSGivesBack: https://t.co/BEfvB7t7zb @BCS https://t.co/AbBJgcDgzD"
MorganStanley,2019-10-25,"“For the past three years, we've been investing directly in startups led by diverse founders. It's time for VCs to recognize this same opportunity.” – @CarlaAnnHarris
https://t.co/mGaK5NNqMo"
MorganStanley,2019-10-25,"Our latest report finds that VCs aren’t prioritizing investment in women and multicultural founders, despite acknowledging possible returns. https://t.co/iUZN3a4JuA https://t.co/EivvSzUgJd"
MorganStanley,2019-10-24,"In 2018, China dethroned the U.S. as the number-one market for beauty product retail sales. But new research suggests such demand there could grow faster than investors anticipate. #TodaysRead https://t.co/MJiGXDpEsd"
MorganStanley,2019-10-24,Head of U.S. Public Policy Michael Zezas says all eyes are on continued progress in U.S.-China trade negotiations. Could progress be the antidote for slowing global growth?https://t.co/abMzPuOMww
MorganStanley,2019-10-23,Our latest report examines why VCs say they hold relatively few companies founded by diverse entrepreneurs despite saying that they can prioritize these investments and maximize returns: https://t.co/vmRNjWlw38 https://t.co/JuFiS5gPgK
MorganStanley,2019-10-23,We are proud to share that Morgan Stanley has been named the Best Employer for Young Professionals in Hungary for 2019 in the service company category by @PwC. Learn more about our Budapest office: https://t.co/A3s9AZeEWr https://t.co/71JwIC6jPz
MorganStanley,2019-10-23,"Our Chairman and CEO James Gorman joined the @IIF at their Annual Membership Meeting. Watch the discussion here: 
https://t.co/1Hs6UQiufg"
MorganStanley,2019-10-22,Prospects for a China trade deal and more Fed easing are catalysts that could benefit foreign stocks. Learn more: https://t.co/MU6HTq1t2L
MorganStanley,2019-10-22,"“NYSE is thrilled to be leading the innovation and evolution of the Direct Listings and is excited to work with the next generation of public companies. ” -- Stacey Cunningham, President, New York Stock Exchange, speaking at our Direct Listing Conference at the @NYSE West office. https://t.co/JqJyDuI3MQ"
MorganStanley,2019-10-21,"Colin Stewart, Global Head of Technology ECM at Morgan Stanley opens our #DirectListings Conference today at the @NYSE West Office: “Morgan Stanley is excited to lead the innovation around the direct listing, returning liquidity and efficiency to the going-public process.” https://t.co/m2t3PHAKxe"
MorganStanley,2019-10-21,"Although there has been a lot of good news for equities investors, stocks have had a tough time breaking out of July’s highs. However, several defensive and reasonably-priced stocks may offer opportunity. https://t.co/Jbuga8890h https://t.co/dYTxV9qqYL"
MorganStanley,2019-10-21,Being an entrepreneur often means balancing rational decision-making with pursuing your lifelong passion. Hear more from beauty mogul Lisa Price on our Access and Opportunity Podcast: https://t.co/WOeK6MvJ17 https://t.co/6zkunTKwR9
MorganStanley,2019-10-21,"“In Investment Banking, we're helping advise companies to position themselves for what's next,” says Audrey.  Learn more about who we are and explore career opportunities. #MSCareers https://t.co/NxV6H6KRkc https://t.co/ltfsUY7dxr"
MorganStanley,2019-10-20,What’s the best piece of advice a mentor has ever given you? https://t.co/RYrhlrDyuQ
MorganStanley,2019-10-20,"“If the U.S. Latino population were measured in terms of a country, on its own, it would be the seventh largest GDP in the world,” says Ileana Musa, Co-Head of International Wealth Management. #MorganStanleyMinute. https://t.co/xbABpl0u4m https://t.co/UbgTWQXQgM"
MorganStanley,2019-10-20,"Katherine Wetmur, Managing Director in Technology spoke to @ImperialCollege London students about how we have been exploring AI/Machine Learning use cases in areas from customer service, to risk management and fraud detection. https://t.co/wZkfUrOdWm https://t.co/c2J2Mz9eEd"
MorganStanley,2019-10-19,"“I realized the people you work with are just as important as the job itself,” said one successful participant in our Return to Work program. “I’m very happy I came back."" https://t.co/VzVFFqu54u"
